trackName,artistName,external_urls,spotify_id,album,popularity,duration_ms,track_number,album_artwork,artists_involved,genre,release_date,genres
One Day More,"""Les Misérables Original London Cast"" Ensemble",https://open.spotify.com/track/6cdcZzuQzUhspZo2aJfKaH,6cdcZzuQzUhspZo2aJfKaH,Les Misérables (Original 1985 London Cast Recording),47.0,216133.0,20.0,https://i.scdn.co/image/ab67616d0000b273fbb690abbb502edd3c70f933,"['""Les Misérables Original London Cast"" Ensemble']",,1985-01-01,[]
Smells Like Nirvana,"""Weird Al"" Yankovic",https://open.spotify.com/track/3rREGSHjY1RmsTj81wL5X4,3rREGSHjY1RmsTj81wL5X4,Off The Deep End,40.0,225133.0,1.0,https://i.scdn.co/image/ab67616d0000b27325c94bb14a135cf9e096c5cc,"['""Weird Al"" Yankovic']",,1992-01-01,"['comedy rock', 'comic', 'parody']"
Eat It,"""Weird Al"" Yankovic",https://open.spotify.com/track/0WuYuWhLws8VahMy2zLLRJ,0WuYuWhLws8VahMy2zLLRJ,"The Essential ""Weird Al"" Yankovic",42.0,200626.0,3.0,https://i.scdn.co/image/ab67616d0000b273e840912a60b4d50e0b75154b,"['""Weird Al"" Yankovic']",,2009,"['comedy rock', 'comic', 'parody']"
Ricky,"""Weird Al"" Yankovic",https://open.spotify.com/track/76QlOaKjVbxqduVcwcQZWx,76QlOaKjVbxqduVcwcQZWx,"""Weird Al"" Yankovic",26.0,157066.0,1.0,https://i.scdn.co/image/ab67616d0000b273e4fb9de71f82f15b470f4583,"['""Weird Al"" Yankovic']",,1983,"['comedy rock', 'comic', 'parody']"
The Club,'In The Heights' Original Broadway Company,https://open.spotify.com/track/1v4kdQ6zcsgHSxKMHefzKV,1v4kdQ6zcsgHSxKMHefzKV,In the Heights (Original Broadway Cast Recording),35.0,358333.0,11.0,https://i.scdn.co/image/ab67616d0000b27366b1115c61aed2e5f646a3c1,"[""'In The Heights' Original Broadway Company""]",,2008-06-03,['broadway']
Breathe,'In The Heights' Original Broadway Company,https://open.spotify.com/track/6OSTrvIX8JXxRxFT4C9y0J,6OSTrvIX8JXxRxFT4C9y0J,In the Heights (Original Broadway Cast Recording),47.0,244066.0,2.0,https://i.scdn.co/image/ab67616d0000b27366b1115c61aed2e5f646a3c1,"[""'In The Heights' Original Broadway Company"", 'Mandy Gonzalez']",,2008-06-03,"['broadway', 'show tunes']"
Whipped into Shape,'Legally Blonde' Ensemble,https://open.spotify.com/track/0u9Qa4tnR77Tbb0uX1hs41,0u9Qa4tnR77Tbb0uX1hs41,Legally Blonde The Musical (Original Broadway Cast Recording),46.0,260839.0,12.0,https://i.scdn.co/image/ab67616d0000b2731828473d593f22288c795e5c,"[""'Legally Blonde' Ensemble"", 'Michael Rupert', 'Nikki Snelson']",,2007-07-16,"['broadway', 'show tunes']"
Blood in the Water,'Legally Blonde' Ensemble,https://open.spotify.com/track/2ewb4VJoSMG1FuSkFKoMgO,2ewb4VJoSMG1FuSkFKoMgO,Legally Blonde The Musical (Original Broadway Cast Recording),42.0,289960.0,5.0,https://i.scdn.co/image/ab67616d0000b2731828473d593f22288c795e5c,"[""'Legally Blonde' Ensemble"", 'Michael Rupert']",,2007-07-16,"['broadway', 'show tunes']"
Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,https://open.spotify.com/track/62bOmKYxYg7dhrC6gH9vFn,62bOmKYxYg7dhrC6gH9vFn,No Strings Attached,84.0,200400.0,1.0,https://i.scdn.co/image/ab67616d0000b273a6cb8fab778e1efc406a5909,['*NSYNC'],,2000-03-21,"['boy band', 'dance pop', 'pop']"
Girlfriend,*NSYNC,https://open.spotify.com/track/6u5flhVFxKZrl9AApvf2SL,6u5flhVFxKZrl9AApvf2SL,Celebrity,51.0,253600.0,4.0,https://i.scdn.co/image/ab67616d0000b273270bccf2f538d6f170bd0e2d,['*NSYNC'],,2001-07-24,"['boy band', 'dance pop', 'pop']"
Even a Dog Has Dreams,10 String Symphony,https://open.spotify.com/track/67rz8gcHeGHJc4JekoVVq9,67rz8gcHeGHJc4JekoVVq9,Weight of the World,32.0,120320.0,9.0,https://i.scdn.co/image/ab67616d0000b27370b359b7aa60b5ed376c33ac,['10 String Symphony'],,2015-10-23,['neo-traditional bluegrass']
Space,22 the Light,https://open.spotify.com/track/78eMPDCJq8Cxo5PMwDZObL,78eMPDCJq8Cxo5PMwDZObL,1922,7.0,236404.0,14.0,https://i.scdn.co/image/ab67616d0000b27321a0499afe78187ff1789ee5,['22 the Light'],,2024-04-05,[]
Dead 0' Alive,22 the Light,https://open.spotify.com/track/7FNWqrOcP6qfH7HBdgs0xo,7FNWqrOcP6qfH7HBdgs0xo,1922,8.0,185000.0,4.0,https://i.scdn.co/image/ab67616d0000b27321a0499afe78187ff1789ee5,['22 the Light'],,2024-04-05,[]
ビターチョコデコレーション (feat. 宵崎奏&朝比奈まふゆ&東雲絵名&暁山瑞希&初音ミク),25時、ナイトコードで。,https://open.spotify.com/track/3JAiQh1GdTyryyj9FCH0ow,3JAiQh1GdTyryyj9FCH0ow,25時、ナイトコードで。 SEKAI ALBUM vol.1,55.0,197320.0,10.0,https://i.scdn.co/image/ab67616d0000b273c0427faf8898712182a84a06,['25時、ナイトコードで。'],,2022-04-06,[]
カトラリー (feat. 宵崎奏&朝比奈まふゆ&初音ミク),25時、ナイトコードで。,https://open.spotify.com/track/0AwJspaHoAf5Sq7HNJSdIC,0AwJspaHoAf5Sq7HNJSdIC,25時、ナイトコードで。 SEKAI ALBUM vol.1,43.0,235453.0,11.0,https://i.scdn.co/image/ab67616d0000b273c0427faf8898712182a84a06,['25時、ナイトコードで。'],,2022-04-06,[]
California Love - Original Version,2Pac,https://open.spotify.com/track/3ia3dJETSOllPsv3LJkE35,3ia3dJETSOllPsv3LJkE35,Greatest Hits,79.0,284906.0,6.0,https://i.scdn.co/image/ab67616d0000b273d81a092eb373ded457d94eec,"['2Pac', 'Roger', 'Dr. Dre']",,1998-01-01,"['funk', 'g funk', 'gangster rap', 'hip hop', 'new jack swing', 'p funk', 'post-disco', 'quiet storm', 'rap', 'west coast rap']"
Kryptonite,3 Doors Down,https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6,6ZOBP3NvffbU4SZcrnt1k6,The Better Life,78.0,233933.0,1.0,https://i.scdn.co/image/ab67616d0000b2732868c4713a3912fd476b42f1,['3 Doors Down'],,2000,"['alternative metal', 'nu metal', 'post-grunge', 'rock']"
メズマライザー (feat. 初音ミク&重音テト),32ki,https://open.spotify.com/track/5ic62hKqeDhZsa9l6YQxzJ,5ic62hKqeDhZsa9l6YQxzJ,メズマライザー,65.0,156972.0,1.0,https://i.scdn.co/image/ab67616d0000b27321333eb66e3cf9f3818e789f,"['32ki', 'Hatsune Miku', '重音テト']",,2024-05-17,[]
TAPP,3OH!3,https://open.spotify.com/track/2hvlfr6ujLjDYKOMJy5PBF,2hvlfr6ujLjDYKOMJy5PBF,WANT,23.0,61826.0,1.0,https://i.scdn.co/image/ab67616d0000b273a05a849e8c3d0966cf1f6790,['3OH!3'],,2008-07-07,"['dance pop', 'electropowerpop', 'pop punk', 'pop rap', 'post-teen pop']"
バイバイ YESTERDAY,3年E組うた担(渚&茅野&業&磯貝&前原),https://open.spotify.com/track/66lF1QWtLZXJofJ3x388RV,66lF1QWtLZXJofJ3x388RV,バイバイ YESTERDAY,52.0,248800.0,1.0,https://i.scdn.co/image/ab67616d0000b273c2b1977e6f7c9ee1e07544e7,['3年E組うた担(渚&茅野&業&磯貝&前原)'],,2016-05-25,['shonen']
What's Up?,4 Non Blondes,https://open.spotify.com/track/0jWgAnTrNZmOGmqgvHhZEm,0jWgAnTrNZmOGmqgvHhZEm,"Bigger, Better, Faster, More !",78.0,295533.0,3.0,https://i.scdn.co/image/ab67616d0000b273381371cb8ce680d0dc324600,['4 Non Blondes'],,1992-01-01,"['new wave pop', 'pop rock']"
1 True Love,4*TOWN (From Disney and Pixar’s Turning Red),https://open.spotify.com/track/2dJ1UJEQQq3jkLSJP4ZIoi,2dJ1UJEQQq3jkLSJP4ZIoi,Turning Red (Original Motion Picture Soundtrack),46.0,199906.0,2.0,https://i.scdn.co/image/ab67616d0000b273530fec7409b7c839f61971a3,"['4*TOWN (From Disney and Pixar’s Turning Red)', 'Jordan Fisher', ""Finneas O'Connell"", 'Topher Ngo', 'Grayson Villanueva', 'Josh Levi']",,2022-03-11,"['dark r&b', 'movie tunes', 'post-teen pop']"
Nobody Like U,4*TOWN (From Disney and Pixar’s Turning Red),https://open.spotify.com/track/4bV5sf2B4hWBBd5HQ8S7KB,4bV5sf2B4hWBBd5HQ8S7KB,Turning Red (Original Motion Picture Soundtrack),63.0,160946.0,1.0,https://i.scdn.co/image/ab67616d0000b273530fec7409b7c839f61971a3,"['4*TOWN (From Disney and Pixar’s Turning Red)', 'Jordan Fisher', ""Finneas O'Connell"", 'Topher Ngo', 'Grayson Villanueva', 'Josh Levi']",,2022-03-11,"['dark r&b', 'movie tunes', 'post-teen pop']"
Love Trial,40mP,https://open.spotify.com/track/7oa18QwhLsV3JfITGDxslD,7oa18QwhLsV3JfITGDxslD,41m,46.0,219781.0,2.0,https://i.scdn.co/image/ab67616d0000b2731c368911cdc9a41a2eb8b56a,['40mP'],,2014-08-17,"['anime rock', 'vocaloid']"
からくりピエロ -初音ミク「マジカルミライ 2014」Live-,40mP,https://open.spotify.com/track/0f6Z1Kbo3PzA1sTtoaBbqK,0f6Z1Kbo3PzA1sTtoaBbqK,初音ミク「マジカルミライ 2014」 [Live],44.0,195048.0,6.0,https://i.scdn.co/image/ab67616d0000b2738b03908474894a83c9d0a369,['40mP'],,2015-02-25,"['anime rock', 'vocaloid']"
Youngblood,5 Seconds of Summer,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2iUXsYOEPhVqEBwsqP70rE,Youngblood (Deluxe),78.0,203417.0,1.0,https://i.scdn.co/image/ab67616d0000b27341aa6776dc15fbd71a2b4557,['5 Seconds of Summer'],,2018-06-15,"['boy band', 'pop']"
She Looks So Perfect,5 Seconds of Summer,https://open.spotify.com/track/1gugDOSMREb34Xo0c1PlxM,1gugDOSMREb34Xo0c1PlxM,5 Seconds Of Summer,67.0,202496.0,1.0,https://i.scdn.co/image/ab67616d0000b27393432e914046a003229378da,['5 Seconds of Summer'],,2014-06-27,"['boy band', 'pop']"
"Oak's Theme (From ""Pokémon Red, Blue, Yellow"")",8-Bit Arcade,https://open.spotify.com/track/73FyCEUV082GdYcPisVcCq,73FyCEUV082GdYcPisVcCq,"Pokémon Red, Blue & Yellow",6.0,34086.0,24.0,https://i.scdn.co/image/ab67616d0000b2733814778ab1329e281d6a928f,['8-Bit Arcade'],,2020-09-23,['8-bit']
"Route 24 (From ""Pokémon Red, Blue, Yellow"")",8-Bit Arcade,https://open.spotify.com/track/21Jdfj38xdSkB3hJKpKJEc,21Jdfj38xdSkB3hJKpKJEc,"Pokémon Red, Blue & Yellow",8.0,38289.0,35.0,https://i.scdn.co/image/ab67616d0000b2733814778ab1329e281d6a928f,['8-Bit Arcade'],,2020-09-23,['8-bit']
"Opening Theme (From ""Pokémon Yellow"")",8-Bit Arcade,https://open.spotify.com/track/2R6VZDEvzBDFBsNh8xpy0J,2R6VZDEvzBDFBsNh8xpy0J,"Pokémon Red, Blue & Yellow",1.0,108437.0,25.0,https://i.scdn.co/image/ab67616d0000b2733814778ab1329e281d6a928f,['8-Bit Arcade'],,2020-09-23,['8-bit']
The Girl Is Mine,99 Souls,https://open.spotify.com/track/1zbTIdIbLYlXjtOqlHALh4,1zbTIdIbLYlXjtOqlHALh4,The Girl Is Mine featuring Destiny's Child & Brandy (Remixes) - EP,52.0,216613.0,1.0,https://i.scdn.co/image/ab67616d0000b2738702c191357cd9aca0f47871,['99 Souls'],,2016-01-15,"['house', 'uk house']"
Let me battle,9Lana,https://open.spotify.com/track/6LLYnGIwHZio0oM2dN9BB6,6LLYnGIwHZio0oM2dN9BB6,DOLL,46.0,181170.0,1.0,https://i.scdn.co/image/ab67616d0000b273e0f08cf7dd32c4da7b608754,"['9Lana', 'Giga', 'TeddyLoid']",,2024-05-29,"['japanese electropop', 'vocaloid']"
Let me battle - Instrumental,9Lana,https://open.spotify.com/track/2ChYKEh57N7hPBhlYGjHGP,2ChYKEh57N7hPBhlYGjHGP,Let me battle,14.0,182506.0,8.0,https://i.scdn.co/image/ab67616d0000b273d3412c5dd3ce1390be158400,"['9Lana', 'Giga', 'TeddyLoid']",,2024-09-04,"['japanese electropop', 'vocaloid']"
Opening: I Hope I Get It,A Chorus Line Ensemble (2006),https://open.spotify.com/track/6fFoUIj16hCVGreZRd4jKY,6fFoUIj16hCVGreZRd4jKY,A Chorus Line (New Broadway Cast Recording (2006)),37.0,417760.0,1.0,https://i.scdn.co/image/ab67616d0000b2737a2d2fa5517d65ff91558e2f,['A Chorus Line Ensemble (2006)'],,2006-10-09,['broadway']
Lush Brown Noise,A Dreaming Machine,https://open.spotify.com/track/789WJxwUk6Pxb4AnqqnJlx,789WJxwUk6Pxb4AnqqnJlx,Lush Brown Noise,53.0,214060.0,4.0,https://i.scdn.co/image/ab67616d0000b273ff7ee788c066f00346b833eb,['A Dreaming Machine'],,2021-11-06,"['color noise', 'white noise']"
Can I Kick It?,A Tribe Called Quest,https://open.spotify.com/track/3Ti0GdlrotgwsAVBBugv0I,3Ti0GdlrotgwsAVBBugv0I,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),67.0,251573.0,8.0,https://i.scdn.co/image/ab67616d0000b2734ba1fe238a517021ebcc2ace,['A Tribe Called Quest'],,1990-04-17,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap', 'queens hip hop']"
Mamma Mia,ABBA,https://open.spotify.com/track/2TxCwUlqaOH3TIyJqGgR91,2TxCwUlqaOH3TIyJqGgR91,Abba,75.0,213266.0,1.0,https://i.scdn.co/image/ab67616d0000b27392d0747a634fcc351c6ac3c2,['ABBA'],,1975,"['europop', 'swedish pop']"
Fernando,ABBA,https://open.spotify.com/track/4BM8yJ0PzBi2ZewpMTOxtx,4BM8yJ0PzBi2ZewpMTOxtx,Arrival,66.0,252960.0,11.0,https://i.scdn.co/image/ab67616d0000b27370f7a1b35d5165c85b95a0e0,['ABBA'],,1976,"['europop', 'swedish pop']"
Waterloo,ABBA,https://open.spotify.com/track/3Dy4REq8O09IlgiwuHQ3sk,3Dy4REq8O09IlgiwuHQ3sk,Waterloo,70.0,168960.0,1.0,https://i.scdn.co/image/ab67616d0000b27311c24dc7f5ef909381c0a7d6,['ABBA'],,1974,"['europop', 'swedish pop']"
"Honey, Honey",ABBA,https://open.spotify.com/track/2w6JXokk0F8i241Y8C0Mn6,2w6JXokk0F8i241Y8C0Mn6,Waterloo,62.0,175000.0,7.0,https://i.scdn.co/image/ab67616d0000b27311c24dc7f5ef909381c0a7d6,['ABBA'],,1974,"['europop', 'swedish pop']"
Voulez-Vous,ABBA,https://open.spotify.com/track/17OqI90oTFZ3J8PVu6j07V,17OqI90oTFZ3J8PVu6j07V,Voulez-Vous,68.0,309173.0,2.0,https://i.scdn.co/image/ab67616d0000b273aa22899360d8ba6704732dec,['ABBA'],,1979,"['europop', 'swedish pop']"
Take A Chance On Me,ABBA,https://open.spotify.com/track/5BckPAYcKEJuYs1eV1BHHe,5BckPAYcKEJuYs1eV1BHHe,The Album,73.0,243933.0,2.0,https://i.scdn.co/image/ab67616d0000b2736f705bef76c1d861c4d51d8c,['ABBA'],,1977,"['europop', 'swedish pop']"
Lay All Your Love On Me,ABBA,https://open.spotify.com/track/4euAGZTszWPrriggYK0HG9,4euAGZTszWPrriggYK0HG9,Super Trouper,74.0,274466.0,9.0,https://i.scdn.co/image/ab67616d0000b2734d08fc99eff4ed52dfce91fa,['ABBA'],,1980,"['europop', 'swedish pop']"
"Money, Money, Money",ABBA,https://open.spotify.com/track/3lKN03PDeBnXZS7sDukRBt,3lKN03PDeBnXZS7sDukRBt,Arrival,68.0,186426.0,6.0,https://i.scdn.co/image/ab67616d0000b27370f7a1b35d5165c85b95a0e0,['ABBA'],,1976,"['europop', 'swedish pop']"
Dancing Queen,ABBA,https://open.spotify.com/track/0GjEhVFGZW8afUYGChu3Rr,0GjEhVFGZW8afUYGChu3Rr,Arrival,82.0,230400.0,2.0,https://i.scdn.co/image/ab67616d0000b27370f7a1b35d5165c85b95a0e0,['ABBA'],,1976,"['europop', 'swedish pop']"
Highway to Hell,AC/DC,https://open.spotify.com/track/2zYzyRzz6pRmhPzyfMEC8s,2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,84.0,208400.0,1.0,https://i.scdn.co/image/ab67616d0000b27351c02a77d09dfcd53c8676d0,['AC/DC'],,1979-07-27,"['australian rock', 'hard rock', 'rock']"
Oracion (Ending Theme),ACN Music.,https://open.spotify.com/track/6hySa6s16hl9MNioknqwOL,6hySa6s16hl9MNioknqwOL,No Game No Life,27.0,274453.0,50.0,https://i.scdn.co/image/ab67616d0000b273712d6ccf2e678754c7d62c1a,['ACN Music.'],,2022-01-08,[]
Inertia,AJR,https://open.spotify.com/track/2IA1ctUxjk865QW3CpIuZk,2IA1ctUxjk865QW3CpIuZk,The Maybe Man,60.0,220933.0,5.0,https://i.scdn.co/image/ab67616d0000b27304a3ca0d3bf91c88f969f905,['AJR'],,2023-11-10,['pov: indie']
Rebirth the Edge,ALICESOFT,https://open.spotify.com/track/5WpRMt7hvQYdSLeOL0KDNt,5WpRMt7hvQYdSLeOL0KDNt,Alice Sound Album vol.10 (Original Soundtrack),20.0,160213.0,29.0,https://i.scdn.co/image/ab67616d0000b273af93a8a8ba0860308717ef2c,['ALICESOFT'],,2006-12-15,[]
リライト,ASIAN KUNG-FU GENERATION,https://open.spotify.com/track/3txqYlzoDZGLoW8MGll9tQ,3txqYlzoDZGLoW8MGll9tQ,ソルファ,58.0,225493.0,2.0,https://i.scdn.co/image/ab67616d0000b27342b08c3ee667cbba84372739,['ASIAN KUNG-FU GENERATION'],,2004-10-20,"['anime', 'j-pop', 'j-poprock', 'j-rock', 'japanese pop punk']"
遥か彼方,ASIAN KUNG-FU GENERATION,https://open.spotify.com/track/5ORPYXJKlpHWIdceavSGrL,5ORPYXJKlpHWIdceavSGrL,BEST HIT AKG,63.0,243346.0,1.0,https://i.scdn.co/image/ab67616d0000b2731f7e4a14a894499462aa82ce,['ASIAN KUNG-FU GENERATION'],,2012-01-18,"['anime', 'j-pop', 'j-poprock', 'j-rock', 'japanese pop punk']"
アフターダーク,ASIAN KUNG-FU GENERATION,https://open.spotify.com/track/6XsJTpZwPKMcG8QK8k14Z6,6XsJTpZwPKMcG8QK8k14Z6,ワールド ワールド ワールド,56.0,192026.0,2.0,https://i.scdn.co/image/ab67616d0000b2733bb7278a19431ccc51836546,['ASIAN KUNG-FU GENERATION'],,2008-03-05,"['anime', 'j-pop', 'j-poprock', 'j-rock', 'japanese pop punk']"
ブラッドサーキュレーター,ASIAN KUNG-FU GENERATION,https://open.spotify.com/track/2sFBiCSUNc3ptKrCR8JABx,2sFBiCSUNc3ptKrCR8JABx,BEST HIT AKG 2 (2012-2018),55.0,222826.0,13.0,https://i.scdn.co/image/ab67616d0000b273d816391e3bd916cfa595d67e,['ASIAN KUNG-FU GENERATION'],,2018-03-28,"['anime', 'j-pop', 'j-poprock', 'j-rock', 'japanese pop punk']"
Mama Didn't Raise No,ASTON,https://open.spotify.com/track/0y1s1WIOqeMEqPxW7jzPt7,0y1s1WIOqeMEqPxW7jzPt7,Mama Didn't Raise No,58.0,145316.0,1.0,https://i.scdn.co/image/ab67616d0000b2737ae8b7bfc6c73f1cf87be7ef,['ASTON'],,2023-03-10,['alt z']
Curtain Call / Time Spent Together,Aaron Daniel Jacob,https://open.spotify.com/track/4WAIw4AbvtDmlSMV944bqL,4WAIw4AbvtDmlSMV944bqL,Phineas and Ferb: Last Day of Summer (Original Soundtrack),25.0,243733.0,15.0,https://i.scdn.co/image/ab67616d0000b27399e96723a99770532dd5d83e,"['Aaron Daniel Jacob', 'Phineas and Cast']",,2015-01-01,[]
El Tango De Roxanne,Aaron Tveit,https://open.spotify.com/track/70XYXbSf4g5IfnDJ13se9L,70XYXbSf4g5IfnDJ13se9L,Moulin Rouge! The Musical (Original Broadway Cast Recording),50.0,217280.0,15.0,https://i.scdn.co/image/ab67616d0000b2730be5bb9835436e3a5d03820c,"['Aaron Tveit', 'Danny Burstein', 'Original Broadway Cast of Moulin Rouge! The Musical', 'Ricky Rojas', 'Sahr Ngaujah', 'Jacqueline B. Arnold', 'Holly James', 'Jeigh Madjus']",,2019-08-30,"['broadway', 'hollywood', 'show tunes']"
8 Hours,Abby Holliday,https://open.spotify.com/track/00cyH2O1fZlVq2SugZuDVa,00cyH2O1fZlVq2SugZuDVa,WHEN WE'RE FAR APART I FALL APART,27.0,229788.0,2.0,https://i.scdn.co/image/ab67616d0000b273f99344a4104adc93c5ebcd49,['Abby Holliday'],,2021-07-16,['modern indie folk']
Split Ends,Abby Holliday,https://open.spotify.com/track/1iHSj7ktPBrQU7vhABMSrH,1iHSj7ktPBrQU7vhABMSrH,WHEN WE'RE FAR APART I FALL APART,30.0,190363.0,5.0,https://i.scdn.co/image/ab67616d0000b273f99344a4104adc93c5ebcd49,['Abby Holliday'],,2021-07-16,['modern indie folk']
the way that i am,Abby Powledge,https://open.spotify.com/track/38kSvkxlhDNwKtLx4p9Joe,38kSvkxlhDNwKtLx4p9Joe,the way that i am,57.0,177149.0,1.0,https://i.scdn.co/image/ab67616d0000b2731d2bc5a967c9e5fc23e161df,['Abby Powledge'],,2024-10-16,[]
spoiling me,Abby Powledge,https://open.spotify.com/track/1SjYeT1ntGnK0yWp9rMGpR,1SjYeT1ntGnK0yWp9rMGpR,spoiling me,49.0,184202.0,1.0,https://i.scdn.co/image/ab67616d0000b2731074d7bffa5532d2fcc82f80,['Abby Powledge'],,2024-06-28,[]
Here We Go,Adam Hicks,https://open.spotify.com/track/2GYOC7EBfXulEeezqHzhfZ,2GYOC7EBfXulEeezqHzhfZ,Lemonade Mouth,43.0,172853.0,5.0,https://i.scdn.co/image/ab67616d0000b273d9a239d0a67fc31a9b9fff59,"['Adam Hicks', 'Bridgit Mendler', 'Hayley Kiyoko']",,2011-01-01,"['alt z', 'indie poptimism', 'pop', 'post-teen pop']"
Livin' On a High Wire,Adam Hicks,https://open.spotify.com/track/5twtkwNqXqaz7gp9zZ4Db4,5twtkwNqXqaz7gp9zZ4Db4,Lemonade Mouth,42.0,158653.0,10.0,https://i.scdn.co/image/ab67616d0000b273d9a239d0a67fc31a9b9fff59,"['Adam Hicks', 'Bridgit Mendler', 'Naomi Scott']",,2011-01-01,"['movie tunes', 'pop', 'post-teen pop', 'vapor pop']"
Turn Up the Music,Adam Hicks,https://open.spotify.com/track/4bb2UdCvi9LynD4rWvE06T,4bb2UdCvi9LynD4rWvE06T,Lemonade Mouth,53.0,176600.0,1.0,https://i.scdn.co/image/ab67616d0000b273d9a239d0a67fc31a9b9fff59,"['Adam Hicks', 'Bridgit Mendler', 'Naomi Scott', 'Hayley Kiyoko', 'Blake Michael']",,2011-01-01,"['alt z', 'indie poptimism', 'movie tunes', 'pop', 'post-teen pop', 'vapor pop']"
For Your Entertainment,Adam Lambert,https://open.spotify.com/track/0BmT0BVnYYggf7V4NCtx2B,0BmT0BVnYYggf7V4NCtx2B,For Your Entertainment,47.0,215160.0,2.0,https://i.scdn.co/image/ab67616d0000b273fe0d9870d6d8e18c3a00c658,['Adam Lambert'],,2009-11-23,"['dance pop', 'idol', 'pop', 'post-teen pop']"
WET DREAM,Adam Lambert,https://open.spotify.com/track/36zsglX5YidsXku7nBbaoO,36zsglX5YidsXku7nBbaoO,AFTERS,32.0,179378.0,2.0,https://i.scdn.co/image/ab67616d0000b2734ceb0f4b44667a6061609e5a,['Adam Lambert'],,2024-07-19,"['dance pop', 'idol', 'pop', 'post-teen pop']"
You Make Me Feel (Mighty Real),Adam Lambert,https://open.spotify.com/track/6mMr1UnZfhcNqsvwoueTIZ,6mMr1UnZfhcNqsvwoueTIZ,You Make Me Feel (Mighty Real),31.0,205724.0,1.0,https://i.scdn.co/image/ab67616d0000b27305e3bc4dbd0db56f2397274b,"['Adam Lambert', 'Sigala']",,2023-06-02,"['dance pop', 'edm', 'idol', 'pop', 'pop dance', 'post-teen pop', 'uk dance']"
Fever,Adam Lambert,https://open.spotify.com/track/01Q5hCdC6kJZ08jxbSYuOt,01Q5hCdC6kJZ08jxbSYuOt,For Your Entertainment,33.0,206480.0,10.0,https://i.scdn.co/image/ab67616d0000b273fe0d9870d6d8e18c3a00c658,['Adam Lambert'],,2009-11-23,"['dance pop', 'idol', 'pop', 'post-teen pop']"
Do You Really Want To Hurt Me,Adam Lambert,https://open.spotify.com/track/2agbAQtAwGJCiuEgf7BNbj,2agbAQtAwGJCiuEgf7BNbj,High Drama,17.0,224929.0,7.0,https://i.scdn.co/image/ab67616d0000b273076f6868e1cec72bf6e7627c,['Adam Lambert'],,2023-02-24,"['dance pop', 'idol', 'pop', 'post-teen pop']"
DEEP HOUSE,Adam Lambert,https://open.spotify.com/track/0Txkbd5fEyYQUAVtySxoqb,0Txkbd5fEyYQUAVtySxoqb,AFTERS,33.0,204812.0,1.0,https://i.scdn.co/image/ab67616d0000b2734ceb0f4b44667a6061609e5a,['Adam Lambert'],,2024-07-19,"['dance pop', 'idol', 'pop', 'post-teen pop']"
Chandelier,Adam Lambert,https://open.spotify.com/track/2xytc6zBLej7kTsy0AvKEH,2xytc6zBLej7kTsy0AvKEH,High Drama,26.0,224588.0,2.0,https://i.scdn.co/image/ab67616d0000b273076f6868e1cec72bf6e7627c,['Adam Lambert'],,2023-02-24,"['dance pop', 'idol', 'pop', 'post-teen pop']"
On the Moon,Adam Lambert,https://open.spotify.com/track/6oNwoG4lSLD559jQIoZfvI,6oNwoG4lSLD559jQIoZfvI,VELVET,20.0,238386.0,9.0,https://i.scdn.co/image/ab67616d0000b273e8523e7781cf313fc080da5c,['Adam Lambert'],,2020-03-20,"['dance pop', 'idol', 'pop', 'post-teen pop']"
If I Had You,Adam Lambert,https://open.spotify.com/track/0H1OyEooZ5SzBYYdJEzxoy,0H1OyEooZ5SzBYYdJEzxoy,For Your Entertainment,53.0,228240.0,8.0,https://i.scdn.co/image/ab67616d0000b273fe0d9870d6d8e18c3a00c658,['Adam Lambert'],,2009-11-23,"['dance pop', 'idol', 'pop', 'post-teen pop']"
I'm A Man,Adam Lambert,https://open.spotify.com/track/5qNkhXz9ibq9hia6aexDBk,5qNkhXz9ibq9hia6aexDBk,High Drama,12.0,175649.0,10.0,https://i.scdn.co/image/ab67616d0000b273076f6868e1cec72bf6e7627c,['Adam Lambert'],,2023-02-24,"['dance pop', 'idol', 'pop', 'post-teen pop']"
NECK,Adam Lambert,https://open.spotify.com/track/42qLeNPDwQa9oVCdpQhbZW,42qLeNPDwQa9oVCdpQhbZW,AFTERS,32.0,147390.0,4.0,https://i.scdn.co/image/ab67616d0000b2734ceb0f4b44667a6061609e5a,['Adam Lambert'],,2024-07-19,"['dance pop', 'idol', 'pop', 'post-teen pop']"
Mad About the Boy,Adam Lambert,https://open.spotify.com/track/0D2pFdH24Ko1sE3aRTEEIA,0D2pFdH24Ko1sE3aRTEEIA,High Drama,17.0,170544.0,11.0,https://i.scdn.co/image/ab67616d0000b273076f6868e1cec72bf6e7627c,['Adam Lambert'],,2023-02-24,"['dance pop', 'idol', 'pop', 'post-teen pop']"
