endTime,artistName,trackName,msPlayed,user_id
2023-12-16 22:43:00,Glee Cast,Let It Snow,167147,sammi
2023-12-16 22:43:00,Darren Criss,New Year,17581,sammi
2023-12-16 22:48:00,Kacey Musgraves,A Willie Nice Christmas,16196,sammi
2023-12-16 22:48:00,Us The Duo,Have Yourself a Merry Little Christmas,246499,sammi
2023-12-16 22:50:00,Pentatonix,It's Beginning To Look A Lot Like Christmas,143413,sammi
2023-12-16 22:52:00,Idina Menzel,Auld Lang Syne,82907,sammi
2023-12-16 22:53:00,Pentatonix,"Mary, Did You Know? (feat. The String Mob)",3592,sammi
2023-12-16 22:53:00,Kacey Musgraves,Feliz Navidad,351,sammi
2023-12-16 22:53:00,Lucy Hale,You're Here,86849,sammi
2023-12-16 22:56:00,Glee Cast,Santa Claus Is Coming to Town,169813,sammi
2023-12-16 22:57:00,Justin Bieber,Home This Christmas,45596,sammi
2023-12-16 23:00:00,Glee Cast,Extraordinary Merry Christmas,73724,sammi
2023-12-17 01:31:00,Phoebe Bridgers,If We Make It Through December,179074,sammi
2023-12-17 01:34:00,Phoebe Bridgers,Summer's End - Spotify Singles,234079,sammi
2023-12-17 04:12:00,Gracie Abrams,This is what the drugs are for,128671,sammi
2023-12-17 04:16:00,MUNA,One That Got Away,2879,sammi
2023-12-17 04:16:00,Rihanna,Only Girl (In The World),235493,sammi
2023-12-17 04:16:00,Rihanna,Only Girl (In The World),0,sammi
2023-12-17 04:22:00,Olivia Rodrigo,ballad of a homeschooled girl,203369,sammi
2023-12-17 04:25:00,Ed Sheeran,Barcelona,191146,sammi
2023-12-17 04:25:00,Olivia Rodrigo,making the bed,5503,sammi
2023-12-17 04:25:00,The Chicks,There's Your Trouble,6514,sammi
2023-12-17 04:30:00,The Chicks,Goodbye Earl,258640,sammi
2023-12-17 04:33:00,Taylor Swift,the last great american dynasty,230999,sammi
2023-12-17 04:34:00,Noah Kahan,Homesick,49224,sammi
2023-12-17 04:34:00,Noah Kahan,Homesick,1114,sammi
2023-12-17 04:34:00,Sammy Rae & The Friends,The Box,116,sammi
2023-12-17 04:34:00,Sammy Rae & The Friends,The Box,1323,sammi
2023-12-17 04:34:00,MUNA,One That Got Away,2739,sammi
2023-12-17 04:35:00,Sammy Rae & The Friends,The Box,12445,sammi
2023-12-17 04:35:00,MUNA,One That Got Away,4318,sammi
2023-12-17 04:38:00,Taylor Swift,Better Than Revenge (Taylor's Version),220306,sammi
2023-12-17 04:42:00,Couch,Poems,189135,sammi
2023-12-17 04:45:00,Olivia Rodrigo,pretty isn’t pretty,199422,sammi
2023-12-17 07:47:00,Lucy Dacus,Brando,11930,sammi
2023-12-17 18:55:00,Keala Settle,I Didn't Plan It,159680,sammi
2023-12-17 19:06:00,Keala Settle,I Didn't Plan It,5400,sammi
2023-12-17 19:08:00,Sabrina Carpenter,emails i can’t send,104408,sammi
2023-12-17 19:12:00,Noah Kahan,She Calls Me Back (with Kacey Musgraves),243962,sammi
2023-12-17 19:15:00,Olivia Barton,Twirl,171508,sammi
2023-12-17 19:22:00,Anna Vaus,Halloween on Christmas Eve,205078,sammi
2023-12-17 19:25:00,Noah Kahan,"Your Needs, My Needs",207880,sammi
2023-12-17 19:28:00,boygenius,Voyager,168263,sammi
2023-12-17 19:50:00,Noah Kahan,You’re Gonna Go Far,178380,sammi
2023-12-17 19:55:00,Noah Kahan,You’re Gonna Go Far,285805,sammi
2023-12-17 19:57:00,The Lumineers,Where The Skies Are Blue,140120,sammi
2023-12-17 19:58:00,boygenius,The Parting Glass,34430,sammi
