endTime,artistName,trackName,msPlayed,user_id,external_urls,spotify_id,album,popularity,duration_ms,track_number,album_artwork,artists_involved,release_date,genres,percentage_listened
2023-12-10 01:13:00,Al Green,Tired of Being Alone,172320,samfa,https://open.spotify.com/track/10vkYRKw6Jjr7try1ir50G,10vkYRKw6Jjr7try1ir50G,Gets Next to You,66.0,172320.0,4.0,https://i.scdn.co/image/ab67616d0000b273fec6bb271749b854c35e5f5c,['Al Green'],1971-08-14,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']",100.0
2023-12-10 01:15:00,The Beatles,In My Life - Remastered 2009,146333,samfa,https://open.spotify.com/track/3KfbEIOC7YIv90FIfNSZpo,3KfbEIOC7YIv90FIfNSZpo,Rubber Soul (Remastered),76.0,146333.0,11.0,https://i.scdn.co/image/ab67616d0000b273ed801e58a9ababdea6ac7ce4,['The Beatles'],1965-12-03,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",100.0
2023-12-10 01:18:00,Otis Redding,Hard to Handle,141000,samfa,https://open.spotify.com/track/7FXuCkl1kfxwS5icDjTwbM,7FXuCkl1kfxwS5icDjTwbM,Dock of the Bay Sessions,63.0,141000.0,3.0,https://i.scdn.co/image/ab67616d0000b273dec4d47f98dc7f1cccbcf6f7,['Otis Redding'],2018-05-18,"['classic soul', 'memphis soul', 'soul', 'soul blues', 'southern soul', 'vocal jazz']",100.0
2023-12-10 01:22:00,Bob Marley & The Wailers,Redemption Song,233560,samfa,https://open.spotify.com/track/26PwuMotZqcczKLHi4Htz3,26PwuMotZqcczKLHi4Htz3,Uprising,68.0,233560.0,10.0,https://i.scdn.co/image/ab67616d0000b2731c40418d1c37d727e8e91b04,['Bob Marley & The Wailers'],1980-06-10,"['reggae', 'roots reggae']",100.0
2023-12-10 01:25:00,Michael Kiwanuka,Cold Little Heart - Radio Edit,210299,samfa,https://open.spotify.com/track/7KX65PC1UZuImsUInThbav,7KX65PC1UZuImsUInThbav,Cold Little Heart (Radio Edit),72.0,210299.0,1.0,https://i.scdn.co/image/ab67616d0000b273d38e121683bc208a4530fb22,['Michael Kiwanuka'],2017-02-24,"['british soul', 'neo soul', 'psychedelic soul', 'soul']",100.0
2023-12-10 01:28:00,Amy Winehouse,Our Day Will Come,169373,samfa,https://open.spotify.com/track/4NDpn6yfD5aqafYWFEaJDz,4NDpn6yfD5aqafYWFEaJDz,Lioness: Hidden Treasures,63.0,169373.0,1.0,https://i.scdn.co/image/ab67616d0000b2734c896e873306c17847c254e9,['Amy Winehouse'],2011-01-01,"['british soul', 'neo soul']",100.0
2023-12-10 01:31:00,Bobby Hebb,Sunny,165066,samfa,https://open.spotify.com/track/4vju55Ag7apDL2CfotuE7Q,4vju55Ag7apDL2CfotuE7Q,Sunny,66.0,165066.0,1.0,https://i.scdn.co/image/ab67616d0000b273104dd939c10a2ef4fde1f1df,['Bobby Hebb'],1966-01-01,['northern soul'],100.0
2023-12-10 01:35:00,Black Pumas,Colors,235653,samfa,https://open.spotify.com/track/6d4FWjx72iuRWzn1HwywLK,6d4FWjx72iuRWzn1HwywLK,Black Pumas,64.0,246586.0,2.0,https://i.scdn.co/image/ab67616d0000b273b78008fa0713ff7e5445566b,['Black Pumas'],2019-06-21,['retro soul'],95.56625274752012
2023-12-10 15:29:00,Tame Impala,Desire Be Desire Go,250533,samfa,https://open.spotify.com/track/4LD5p1sSp97yp86E2zDZwK,4LD5p1sSp97yp86E2zDZwK,InnerSpeaker,48.0,266306.0,2.0,https://i.scdn.co/image/ab67616d0000b273176e82d09ac75d62810f0056,['Tame Impala'],2010-05-21,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",94.07711429708681
2023-12-10 15:34:00,Tame Impala,Skeleton Tiger,264800,samfa,https://open.spotify.com/track/36Mingw25yMZTkA6hPWr8Q,36Mingw25yMZTkA6hPWr8Q,Tame Impala,34.0,265013.0,2.0,https://i.scdn.co/image/ab67616d0000b273c0d5d750a768f05739c9cf50,['Tame Impala'],2008-01-01,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",99.91962658435624
