trackName,artistName,external_urls,spotify_id,album,popularity,duration_ms,track_number,album_artwork,artists_involved,genre,release_date,genres
メズマライザー (feat. 初音ミク&重音テト),32ki,https://open.spotify.com/track/5ic62hKqeDhZsa9l6YQxzJ,5ic62hKqeDhZsa9l6YQxzJ,メズマライザー,65,156972,1,https://i.scdn.co/image/ab67616d0000b27321333eb66e3cf9f3818e789f,"['32ki', 'Hatsune Miku', '重音テト']",,2024-05-17,[]
唱,Ado,https://open.spotify.com/track/7o0TPSw494RG2Q4iWmd1v6,7o0TPSw494RG2Q4iWmd1v6,"Ado ""Ready For My Show Playlist""",68,192653,2,https://i.scdn.co/image/ab67616d0000b2731b1310c35fad57bc85027f19,['Ado'],,2024-02-06,['japanese teen pop']
Hello,Adele,https://open.spotify.com/track/62PaSfnXSMyLshYJrlTuL3,62PaSfnXSMyLshYJrlTuL3,25,70,295502,1,https://i.scdn.co/image/ab67616d0000b27347ce408fb4926d69da6713c2,['Adele'],,2015-11-20,"['british soul', 'pop', 'pop soul', 'uk pop']"
New Genesis,Ado,https://open.spotify.com/track/6A8NfypDHuwiLWbo4a1yca,6A8NfypDHuwiLWbo4a1yca,UTA'S SONGS ONE PIECE FILM RED,63,226813,1,https://i.scdn.co/image/ab67616d0000b2730cbecafa929898c82adc519c,['Ado'],,2022-08-10,['japanese teen pop']
Make You Feel My Love,Adele,https://open.spotify.com/track/5FgPwJ7Nh2FVmIXviKl2VF,5FgPwJ7Nh2FVmIXviKl2VF,19,70,212040,9,https://i.scdn.co/image/ab67616d0000b273da737a3e194e3b9a46c1a6a3,['Adele'],,2008-01-28,"['british soul', 'pop', 'pop soul', 'uk pop']"
夜に駆ける,YOASOBI,https://open.spotify.com/track/6MCjmGYlw6mQVWRFVgBRvB,6MCjmGYlw6mQVWRFVgBRvB,THE BOOK,70,258838,8,https://i.scdn.co/image/ab67616d0000b273684d81c9356531f2a456b1c1,['YOASOBI'],,2021-01-06,"['j-pop', 'japanese teen pop']"
ベノム,Kairikibear,https://open.spotify.com/track/2llI6h2T2O5KZfn1OhJQAA,2llI6h2T2O5KZfn1OhJQAA,ベノム,56,203033,1,https://i.scdn.co/image/ab67616d0000b273745ff8443f0db1cda32e5c97,"['Kairikibear', 'flower']",,2018,"['anime rock', 'jirai kei', 'vocaloid']"
Chasing Pavements,Adele,https://open.spotify.com/track/56pHllZT7QOacB0bP56ofx,56pHllZT7QOacB0bP56ofx,19,68,210506,3,https://i.scdn.co/image/ab67616d0000b273da737a3e194e3b9a46c1a6a3,['Adele'],,2008-01-28,"['british soul', 'pop', 'pop soul', 'uk pop']"
Mr. Saxobeat - Radio Edit,Alexandra Stan,https://open.spotify.com/track/6HTprulGfeFVrLLvfi3t8a,6HTprulGfeFVrLLvfi3t8a,Saxobeats,63,195105,1,https://i.scdn.co/image/ab67616d0000b27319cdf7abe0915c5e71e7974b,['Alexandra Stan'],,2011-10-25,['romanian pop']
KING,Kanaria,https://open.spotify.com/track/5vCNAauCaecW0tT2mZDLG9,5vCNAauCaecW0tT2mZDLG9,KING,55,135500,2,https://i.scdn.co/image/ab67616d0000b2734465e20d27519e1b9dacf366,['Kanaria'],,2020-12-09,['vocaloid']
Anaconda,Nicki Minaj,https://open.spotify.com/track/794F99D5BQHS5ZGRXAs7I5,794F99D5BQHS5ZGRXAs7I5,The Pinkprint (Deluxe),58,260239,12,https://i.scdn.co/image/ab67616d0000b2730f79d1616e3b02368d41f458,['Nicki Minaj'],,2014-12-15,"['hip pop', 'pop', 'queens hip hop', 'rap']"
Whataya Want from Me,Adam Lambert,https://open.spotify.com/track/2rDwdvBma1O1eLzo29p2cr,2rDwdvBma1O1eLzo29p2cr,For Your Entertainment,58,227320,3,https://i.scdn.co/image/ab67616d0000b273fe0d9870d6d8e18c3a00c658,['Adam Lambert'],,2009-11-23,"['dance pop', 'idol', 'pop', 'post-teen pop']"
Changing Seasons -Reload-,高橋あず美,https://open.spotify.com/track/1PPzHVc3ietfHHU0vPPPDl,1PPzHVc3ietfHHU0vPPPDl,Persona 3 Reload Original Soundtrack,55,194680,1,https://i.scdn.co/image/ab67616d0000b273e59bdb7ca29ddfcb23ec4bf6,"['高橋あず美', 'アトラスサウンドチーム', 'ATLUS GAME MUSIC']",,2024-04-24,['japanese vgm']
Heaven,平田志穂子,https://open.spotify.com/track/76YdWrd7Yw9GuU0LirE088,76YdWrd7Yw9GuU0LirE088,ペルソナ4 オリジナル・サウンドトラック,56,179653,17,https://i.scdn.co/image/ab67616d0000b2737d142fe444e31edae1c58a93,['平田志穂子'],,2008-07-23,[]
bad guy,Billie Eilish,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2Fxmhks0bxGSBdJ92vM42m,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",80,194087,2,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,['Billie Eilish'],,2019-03-29,"['art pop', 'pop']"
Lady - Hear Me Tonight,Modjo,https://open.spotify.com/track/49X0LAl6faAusYq02PRAY6,49X0LAl6faAusYq02PRAY6,Modjo (Remastered),77,307153,3,https://i.scdn.co/image/ab67616d0000b27354c5c304064df85d61253ac7,['Modjo'],,2001,"['disco house', 'filter house']"
Maniac,Conan Gray,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4,6KfoDhO4XUWSbnyKjNp9c4,Kid Krow,75,185773,3,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43,['Conan Gray'],,2020-03-20,"['bedroom pop', 'pop', 'pov: indie']"
The Night We Met,Lord Huron,https://open.spotify.com/track/0QZ5yyl6B6utIWkxeBDxQN,0QZ5yyl6B6utIWkxeBDxQN,Strange Trails,77,208211,14,https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81,['Lord Huron'],,2015-04-07,"['indie folk', 'stomp and holler']"
Safe And Sound,Capital Cities,https://open.spotify.com/track/5JVbvCHX10U2pLa5DEqGav,5JVbvCHX10U2pLa5DEqGav,In A Tidal Wave of Mystery,83,192789,1,https://i.scdn.co/image/ab67616d0000b273b03e92f4e7dcd9db3a06c869,['Capital Cities'],,2013-06-04,"['metropopolis', 'modern rock']"
