end_time_local,album_artist_name,ms_played_minutes
2024-05,Rachel Bloom,3.31985
2024-05,Aja,3.254383333333333
2024-05,Alexandra Stan,3.25175
2024-05,Panic! At The Disco,3.2136833333333334
2024-05,David Guetta,3.172
2024-05,Maretu,3.051066666666667
2024-05,宝鐘マリン,2.9984166666666665
2024-05,Jason Mraz,2.9908166666666665
2024-05,Sabrina Carpenter,2.9243166666666665
2024-05,Alaska Thunderfuck,2.9090833333333332
2024-05,KALEO,2.9079
2024-05,Spice Girls,2.883766666666667
2024-05,Vacations,2.8285
2024-05,Joan Jett & the Blackhearts,2.75065
2024-05,James Marsden,2.7048833333333335
2024-05,32ki,2.6162
2024-05,INTI CREATES,2.5982
2024-05,Ariana Grande,2.4843166666666665
2024-05,MGMT,2.4248
2024-05,Outkast,2.3014833333333335
2024-05,後藤邑子,2.28335
2024-05,Brittany Snow,2.26155
2024-05,Kanaria,2.2583333333333333
2024-05,Amy B,2.1937333333333333
2024-05,Junky,2.1781333333333333
2024-05,George Rose,2.059616666666667
2024-05,Video Game Players,1.9131666666666667
2024-05,Yoko Shimomura,1.8920333333333332
2024-05,The Ataris,1.8593333333333333
2024-05,Patti Cohenour,1.8502333333333334
2024-05,Maroon 5,1.8388
2024-05,Jana Schneider,1.8282166666666666
2024-05,Grey Henson,1.8096
2024-05,Joe Grifasi,1.76175
2024-05,Rihanna,1.65605
2024-05,8-Bit Arcade,1.5686666666666667
2024-05,リコ(CV:鈴木みのり),1.52355
2024-05,yama,1.4251666666666667
2024-05,高橋あず美,1.3460833333333333
2024-05,朝比奈みくる (CV.後藤邑子),1.3250666666666668
2024-05,Victorious Cast,1.2696833333333335
2024-05,Braxton Burks,1.2398666666666667
2024-05,9Lana,1.1587
2024-05,Doja Cat,1.1189333333333333
2024-05,Mandy Moore,1.1079666666666668
2024-05,"Tyler, The Creator",1.1025
2024-05,Michelle Pfeiffer,1.098
2024-05,Neon Trees,1.0803
2024-05,Music Legends,1.0658666666666667
2024-05,Kerry Butler,1.0055
2024-05,Eiko Shimamiya,0.9300333333333334
2024-05,Ginger Fox,0.9176666666666666
2024-05,Leonard Bernstein,0.9066666666666666
2024-05,Wham!,0.8677333333333334
2024-05,Harry Styles,0.8256
2024-05,Jimmy Eat World,0.7073
2024-05,Gwen Stefani,0.6918333333333333
2024-05,Jessie J,0.65625
2024-05,Pokestir,0.61725
2024-05,Nanaru,0.58475
2024-05,Hot Freaks,0.56835
2024-05,Owata-P,0.5425333333333333
2024-05,Adventure Time,0.5212
2024-05,Calvin Harris,0.49765
2024-05,Demi Lovato,0.46353333333333335
2024-05,Dios/signalP,0.4447833333333333
2024-05,Reol,0.4064
2024-05,Sarah Schachner,0.4063333333333333
2024-05,Bikini Kill,0.3582
2024-05,The Weeknd,0.32458333333333333
2024-05,Dua Lipa,0.31153333333333333
2024-05,Jeremy Zuckerman,0.31145
